title,artist,category,image_file,lev_bas,lev_adv,lev_exp,lev_mas,lev_remas,version
隠然,豚乙女,東方Project,65352a3ac1e871e3.png,5,7+,10,11+,12+,FiNALE
みんなの,豚乙女,東方Project,a0581a51ccfc471f.png,4,6,9,11+,,MiLK PLUS
幻想のサテライト,豚乙女,東方Project,032fe5fc9324b24e.png,4,7+,10,12+,,GreeN PLUS
待チ人ハ来ズ。,豚乙女,東方Project,7a7caebb5d771176.png,4,6,8+,12+,,GreeN PLUS
響縁,豚乙女,東方Project,8a92c33de72a570b.png,2,7,10,13,,maimaiDX 2023
囲い無き世は一期の月影,豚乙女,東方Project,9bb62e82ab7f8e14.png,5,7,9+,11+,,PiNK
儚きもの人間,豚乙女,東方Project,ed01651bd9b88e55.png,5,7+,9+,13+,,PiNK PLUS
sweet little sister,Silver Forest,東方Project,937d88b9bec425ac.png,4,6,9+,12+,,GreeN PLUS
ケロ⑨destiny,Silver Forest,東方Project,770423fd2e706318.png,3,6,10,13,,maimaiDX 2023
Phantasm Brigade,Silver Forest,東方Project,77d6fd3a8d00326a.png,5,7,10,12+,,MURASAKi
蒼空に舞え、墨染の桜,Silver Forest,東方Project,f2d9a99276c52c7b.png,4,6,10,12+,,PiNK
フラグメンツ -T.V. maimai edit-,発熱巫女～ず,東方Project,abd76d54db0d5c92.png,4,5,8+,12,,PiNK
橙の幻想郷音頭,発熱巫女～ず,東方Project,6cd2106c57409da0.png,4,6,10,12+,,PiNK
Starlight Dance Floor,発熱巫女～ず,東方Project,691d2f0910d8750d.png,4,6,9,11+,,MURASAKi PLUS
神々の祈り,舞風-MAIKAZE/沙紗飛鳥,東方Project,0ef9e229fe56a094.png,3,6,8,12,,GreeN PLUS
願いを呼ぶ季節,舞風-MAIKAZE/時音-TOKINE,東方Project,ee70905d359ecf78.png,4,6,9,12,,PiNK
明星ロケット,岸田教団＆THE明星ロケッツ,東方Project,006fe0acc3124e63.png,4,6,9,11+,12,ORANGE
緋色のDance,岸田教団＆THE明星ロケッツ,東方Project,94d6991c0998cadd.png,4,6,9+,12+,13+,ORANGE
YU-MU,岸田教団＆THE明星ロケッツ,東方Project,95e9c961555d4e4b.png,4,6,9+,12+,,PiNK
エテルニタス・ルドロジー,IRON ATTACK!,東方Project,1cbcb0782170f442.png,4,6,10,13,,PiNK PLUS
エピクロスの虹はもう見えない,SYNC.ART'S feat. 美里,東方Project,5177ad4303c2b997.png,4,6,8+,11,12+,GreeN PLUS
四次元跳躍機関,koutaq,東方Project,8a064a44f10b8684.png,4,6,9+,12+,,ORANGE PLUS
少女幻葬戦慄曲 ～ Necro Fantasia,どぶウサギ,東方Project,429ffeb7adc6ce8f.png,5,7,9+,13,,PiNK
妖精村の月誕祭 ～Lunate Elf,どぶウサギ,東方Project,1a6809509ac644e8.png,4,6,9,13,,MURASAKi PLUS
Jimang Shot,じまんぐ,東方Project,50b8ca28805478d2.png,4,6,9,12+,,PiNK
ってゐ！ ～えいえんてゐVer～,石鹸屋,東方Project,c1694a7ecbb79aeb.png,4,6,8+,12,12+,ORANGE PLUS
東方妖々夢 ～the maximum moving about～,石鹸屋,東方Project,a4614df54b44afe8.png,5,7,8+,12+,,PiNK
Yet Another ”drizzly rain”,myu314 feat.あまね(COOL&CREATE),東方Project,1bf3d25cad5ca3f1.png,4,6,9,12,,ORANGE PLUS
シアワセうさぎ,あまね＋ビートまりお(COOL＆CREATE),東方Project,b4fc0cc12303d468.png,4,6,7+,10,,GreeN PLUS
最速最高シャッターガール,ビートまりお(COOL＆CREATE),東方Project,bc2476b4b947e10c.png,3,7,9+,12,,GreeN PLUS
最終鬼畜妹・一部声,ビートまりお,東方Project,1f5a7a553d6dd749.png,5,7,11,13+,,ORANGE PLUS
ウサテイ,あまね＋ビートまりお(COOL＆CREATE),東方Project,3ad0c2206eeb3435.png,5,6,9+,13,,GreeN
クレイジークレイジーダンサーズ,ビートまりお＋あまね（COOL&CREATE）,東方Project,f997429f623af964.png,4,7,9+,11,12+,FiNALE
"Help me, ERINNNNNN!!",ビートまりお(COOL＆CREATE),東方Project,58e2f5be569854ca.png,5,6,10,11+,,GreeN
ナイト・オブ・ナイツ (Cranky Remix),ビートまりお × Cranky,東方Project,c0333c130db37fb5.png,4,7,10,13,,maimaiDX
ナイト・オブ・ナイツ,ビートまりお(COOL＆CREATE),東方Project,541de4c8cadacd0e.png,5,7+,11+,13,,maimaiDX 2024
疾走あんさんぶる,ビートまりお（COOL&CREATE）,東方Project,4ae8a044a75d8432.png,5,7+,10+,13,,MiLK
サドマミホリック,ビートまりお（COOL&CREATE）,東方Project,5345f0c108674525.png,5,7+,10,11+,12+,MiLK PLUS
最終鬼畜妹フランドール・S,ビートまりお（COOL&CREATE）,東方Project,4c119eff1271156f.png,4,7,10,11,13+,FiNALE
進め！イッスン軍団 -Rebellion of the Dwarfs-,dawn-system,東方Project,a777fcae8d83364f.png,5,7+,10,13,,MiLK PLUS
"Little ""Sister"" Bitch",t+pazolite,東方Project,02cab333c28ba150.png,5,7+,11,13,,maimaiDX
Yakumo >>JOINT STRUGGLE (2019 Update),くっちー (DARKSIDE APPROACH),東方Project,6cdb7df223e91210.png,4,7+,11,13+,,maimaiDX
Imperishable Night 2006 (2016 Refine),ゆうゆ / 篠螺悠那,東方Project,af47757324957682.png,5,7+,11,13+,,FiNALE
Calamity Fortune,LeaF,東方Project,f909efa99e6ff90b.png,5,8,11,12+,,MURASAKi PLUS
BATTLE NO.1,TANO*C Sound Team,Other Games,7aa3724d12b8a82d.png,6,8,12,14+,,maimaiDX 2021
Black Lair,削除 feat. void (Mournfinale),Other Games,d03f5507e980291c.png,5,8,11,13+,,maimaiDX
FLOWER,DJ YOSHITAKA「jubeat」より,Other Games,c155d89c7d8ca001.png,5,7,11,13+,,ORANGE
Scars of FAUNA,猫叉Master「jubeat」より,Other Games,aaa9d21bf16c8a7f.png,5,7,10,13+,,ORANGE
極圏,cosMo VS dj TAKA「SOUND VOLTEX」より,Other Games,1019619742a72b89.png,6,8+,11+,14,,FiNALE
きたさいたま2000,LindaAI-CUE(BNGI)「太鼓の達人」より,Other Games,8c567d50c8522006.png,5,7+,12+,14,,ORANGE
Ignis Danse,Yuji Masubuchi「太鼓の達人」より,Other Games,8de7dd8b8e1c1016.png,5,7,12,14,,ORANGE
夜明けまであと３秒,BNSI（Taku Inoue）「シンクロニカ」より,Other Games,da71e058b62ac120.png,6,8,12,13+,,MURASAKi
セイクリッド　ルイン,Drop＆祇羽 feat. 葉月ゆら「太鼓の達人」より,Other Games,4f11befbc2464811.png,6,8+,11,13+,,FiNALE
Got more raves？,E.G.G.「グルーヴコースター」より,Other Games,c1dd57e2618609f3.png,5,8,11+,14,,ORANGE
FUJIN Rumble,COSIO(ZUNTATA)「グルーヴコースター」より,Other Games,c023c6efc6447818.png,5,7+,10+,14,,ORANGE
Scarlet Lance,MASAKI（ZUNTATA）「グルーヴコースター3EXドリームパーティー」より,Other Games,bd702cd7e2582905.png,6,8,12,14,,FiNALE
プナイプナイせんそう,立秋 feat.ちょこ,Other Games,dab28dc48ac2eef5.png,5,8,11+,13+,,maimaiDX
Halcyon,xi,Other Games,4e2279e433710717.png,4,8,11,13,,maimaiDX 2023
サンバランド,SAMBA MASTER 佐藤,Other Games,8d27eb1fd00caf9c.png,2,7,10+,12+,,maimaiDX 2023
End Time,Cres.,Other Games,912135a524e81212.png,6,8,11+,14,,FiNALE
Altale,削除,Other Games,06dd9a1ba45f0fe6.png,4,7+,11,13,,FiNALE
Destr0yer,削除 feat. Nikki Simmons,Other Games,e930f73c462d8a84.png,4,7+,11,12+,,maimaiDX 2022
L4TS:2018 (feat. あひる & KTA),Sprite Recordings,Other Games,fed415912a10fec2.png,4,7,10+,12+,,FiNALE
B.M.S.,光吉猛修の父,Other Games,c9840f2792da9a98.png,5,8,11,14,,FiNALE
ENERGY SYNERGY MATRIX,Tanchiky,Other Games,ad29b9d9b5fe0220.png,5,8,10+,12+,,MiLK PLUS
FREEDOM DiVE (tpz Overcute Remix),t+pazolite,Other Games,cd0737f073f7c32c.png,6,8+,11+,13+,,MiLK PLUS
Brain Power,ノマ,Other Games,44ba46289dba1e84.png,5,7+,10+,13,,MiLK PLUS
Credits,Frums,Other Games,2204bfb20e3e2e1d.png,6,8,12,14,,MiLK
MilK,モリモリあつし,Other Games,2c97ebe8a5939be3.png,4,6,11,13+,,MiLK
ULTRA B+K,nora2r,Other Games,e3c0402ef104b11f.png,5,7+,10+,13+,,MiLK PLUS
GO BACK 2 YOUR RAVE,nora2r,Other Games,0909a6b99f3ad4b6.png,5,7+,11,13+,,MURASAKi PLUS
B.B.K.K.B.K.K.,nora2r,Other Games,60545b69d517fb30.png,5,8,11+,13+,,ORANGE
魔法少女になるしかねぇ,ねこみりん feat.小宮真央,Other Games,c0924efcbefbaf6c.png,5,8,11,13+,,FiNALE
人里に下ったアタイがいつの間にか社畜になっていた件,ねこみりん + nora2r feat. 小宮真央,Other Games,67e1ffddfdbf6220.png,5,8,12+,13+,,MURASAKi PLUS
Maxi,Nizikawa,Other Games,5cb01ca719a56bb5.png,5,8,11+,13+,,maimaiDX 2023
KISS CANDY FLAVOR,カラフル・サウンズ・ポート,Other Games,0ea91dd121493ccc.png,4,7,10,13,,MURASAKi PLUS
conflict,siromaru + cranky,Other Games,a276e29d2cfb99f3.png,4,8,11,12+,,MURASAKi
EVERGREEN,Cranky,Other Games,e969be670313581f.png,4,7,10+,12+,,FiNALE
Party 4U ”holy nite mix”,Cranky,Other Games,465d916c705e0813.png,5,7,10+,13+,,PiNK
GOODMEN,EBIMAYO,Other Games,72ed93432617d0dc.png,5,7,10,13,,MURASAKi
Sakura Fubuki,Street,Other Games,4eb6421febba913f.png,4,7,11,13+,,MURASAKi
METATRON,SHIKI,Other Games,1a95ad12ccd7eb13.png,6,8,11+,13+,,PiNK PLUS
オモイヨシノ,loos feat. 柊莉杏,Other Games,1daa4ab6b25d66ca.png,4,7,9+,12+,,PiNK
L9,paraoka,Other Games,a9eaaab7eea3b2cf.png,6,7,9+,13,,ORANGE PLUS
"Good Bye, Mr. Jack",sasakure.UK,Other Games,f6be8f89a455649e.png,5,8,11+,13+,,FiNALE
Jack-the-Ripper◆,sasakure.UK,Other Games,face36da229c0923.png,5,8,11,13+,,GreeN PLUS
DRAGONLADY,Nankumo/CUBE3,Other Games,59a5b2945d35ee7a.png,5,7,11+,13+,,GreeN PLUS
レッツゴー!陰陽師,「新豪血寺一族 -煩悩解放-」,Other Games,40103bc4df5c4632.png,3,6,8+,12+,,GreeN PLUS
オパ! オパ! RACER -GMT mashup-,COSIO(ZUNTATA/TAITO)「ファンタジーゾーン」「RIDGE RACER」,Other Games,b596ea69b00562cb.png,4,6,9+,13,,GreeN PLUS
電車で電車でOPA!OPA!OPA! -GMT mashup-,Yuji Masubuchi(BNGI)「電車でGO!」「ファンタジーゾーン」,Other Games,8eb85b669213f437.png,4,6,10+,13+,,GreeN PLUS
リッジでリッジでGO!GO!GO! -GMT mashup-,Hiro(SEGA)「RIDGE RACER」「電車でGO!」,Other Games,1502f855bf3b76cf.png,4,6,10+,12+,,GreeN PLUS
電車で電車でGO!GO!GO!GC! -GMT remix-,COSIO(ZUNTATA/TAITO)/沢城千春「電車でGO!」,Other Games,c1755c85cfa90fb5.png,4,6,8,11+,,GreeN PLUS
RIDGE RACER STEPS -GMT remix-,Yuji Masubuchi(BNGI)「RIDGE RACER」,Other Games,489d5189ec8e2a11.png,5,7,10+,13,,GreeN PLUS
ファンタジーゾーン OPA-OPA! -GMT remix-,Hiro(SEGA)「ファンタジーゾーン」,Other Games,10d4b8923d34d87e.png,4,6,9+,12+,,GreeN PLUS
DADDY MULK -Groove remix-,Performed by SEGA Sound Unit [H.],Other Games,97be2a3d2ea25489.png,4,6,11,13,13,GreeN
デコボコ体操第二,光吉猛修＆体操隊,Other Games,8e08d39727825f8a.png,4,6,8,10,,maimai PLUS
Let's Go Away,光吉猛修「デイトナ Championship USA」,Other Games,7f3394dea112af97.png,4,7,9+,12,,MiLK PLUS
Conquista Ciela,光吉猛修「バーチャロン」,Other Games,874bdbc240420d33.png,4,6,8+,12,,MiLK PLUS
Fist Bump,"大谷智哉, Douglas Robb from Hoobastank「ソニック フォース」",Other Games,0472103fd50f1f67.png,5,7+,10,12,,MiLK PLUS
Reach For The Stars,"大谷智哉, Jean Paul Makhlouf of Cash Cash「ソニック カラーズ」",Other Games,3e05f30cf1972775.png,5,7+,9+,13,,maimai
Live & Learn,Crush 40「ソニックアドベンチャー2」,Other Games,d56dc89f76dbba33.png,4,6,10,12+,,GreeN PLUS
Back 2 Back,長沼英樹「ソニック ラッシュ」,Other Games,a8fdea5dc529ecbd.png,5,7,9+,13,,GreeN PLUS
Windy Hill -Zone 1,大谷智哉「ソニック ロストワールド」,Other Games,3b51edc59a9656a8.png,4,7,9+,12+,,GreeN PLUS
City Escape: Act1,Cash Cash「ソニック ジェネレーションズ」,Other Games,81b2f582c74e1dce.png,4,5,8+,12,12,maimai
Rooftop Run: Act1,大谷智哉「ソニック ジェネレーションズ」,Other Games,76099ef5228c3669.png,4,6,10+,11+,12+,maimai
終わりなき物語,クーナ(CV 喜多村英梨)「PHANTASY STAR ONLINE 2」,Other Games,31100adb0987e724.png,4,6,9+,12,,PiNK PLUS
Save This World νMIX,「PHANTASY STAR PORTABLE」,Other Games,1cb40b23f3af8305.png,5,7,9,12+,12,GreeN
Living Universe,「PHANTASY STAR PORTABLE2」,Other Games,d7fff9c9d63c5a82.png,4,7,9,11,12,GreeN
Ignite Infinity,「PHANTASY STAR PORTABLE2 ∞」,Other Games,30b516a0c2d64f97.png,4,6,10+,12,,GreeN
Garden Of The Dragon,Kai「Wonderland Wars」,Other Games,31a6e74fc82a0af4.png,3,6,10+,12+,,PiNK
時空を超えて久しぶり！,アルル(CV 園崎未恵)「ぷよぷよ」,Other Games,ff5ca30df34724ec.png,3,5,9,12,,GreeN
Her Dream Is To Be A Fantastic Sorceress,アミティ(CV 菊池志穂)「ぷよぷよ」,Other Games,7ae04c35269c0db1.png,3,6,9+,10+,,GreeN
キズナの物語,Trefle「チェインクロニクル」,Other Games,99ef712bdad6ff53.png,4,6,8,12+,,GreeN PLUS
STAIRWAY TO GENERATION,Yosh(Survive Said The Prophet),Other Games,c8f5ebca97ac99ee.png,5,7,10,12+,,MURASAKi
Last Brave ～ Go to zero,MECHANiCAL PANDA「BORDER BREAK」,Other Games,c86fa66b7e7641aa.png,4,7,10+,13,,MURASAKi
Urban Crusher [Remix],「BORDER BREAK」,Other Games,d60259eeb7cc6248.png,6,8,12,12+,,maimai
Catch The Future,「BORDER BREAK UNION」メインテーマ,Other Games,03baed79efbb3e54.png,5,7+,9+,12,,maimai
awake,下田麻美「Shining・Force CROSS ELYSION」,Other Games,a72c9e1c55872eee.png,4,7+,8,12+,,GreeN
Terminal Storm,三草康二郎「CODE OF JOKER」,Other Games,24a98d74754d67de.png,4,7,10,13,,GreeN
After Burner,東京アクティブNEETs,Other Games,aab5ca295b9d0369.png,5,7+,10+,13,,PiNK
Space Harrier Main Theme [Reborn],佐野 信義「スペースハリアー」,Other Games,2f730929cef3fa6e.png,5,6,10+,13,,maimai PLUS
Quartet Theme [Reborn],COSIO(ZUNTATA/TAITO)「カルテット」,Other Games,781f4b930961ea60.png,4,6,10+,12,,maimai PLUS
Sky High [Reborn],大久保 博(BNGI)「デイトナ USA」,Other Games,c6b173c0ac3c2a19.png,5,7,9+,12,12,maimai PLUS
Like the Wind [Reborn],sampling masters MEGA「パワードリフト」,Other Games,0fe32017bb6280d5.png,5,8,10,13+,,maimai PLUS
YA･DA･YO [Reborn],古代 祐三「ファンタジーゾーン」,Other Games,1cb752563c0aaa9d.png,4,7+,12,12+,,maimai PLUS
Crush On You,福山光晴「Crackin’DJ」,Other Games,655e0ae2bac3cb0d.png,4,6,8,10+,13+,maimai
Sun Dance,Hiro「Crackin’DJ」,Other Games,aca38878fc022dcb.png,4,6,7+,10+,13+,maimai
In Chaos,Hiro「Crackin’DJ」,Other Games,a044abc0c8fca1cf.png,5,6,8+,11+,14+,maimai
Beat Of Mind,Hiro「Crackin’DJ」,Other Games,2aea2c2fbd7c0b2a.png,6,8,10+,11,14,maimai
Natural Flow,KENTARO「Crackin’DJ」,Other Games,7867688c4ab0adf2.png,4,7,10+,12,,maimai PLUS
JACKY [Remix],「バーチャファイター」,Other Games,0f69f3123db19f49.png,4,6,10,13,13,maimai
Mysterious Destiny,「BAYONETTA(ベヨネッタ)」,Other Games,27f03e7294044bd8.png,4,6,11+,12+,,GreeN
Riders Of The Light,「BAYONETTA(ベヨネッタ)」,Other Games,518b49bea5bb7554.png,3,6,10+,12,,GreeN
コトバ・カラフル,うたよめ575＜正岡小豆(大坪由佳)小林抹茶(大橋彩香)＞,Other Games,8d9f5283fc6a2890.png,3,6,7,13,,GreeN PLUS
天国と地獄,スーパーラバーズ「赤ちゃんはどこからくるの？」,Other Games,1957d22b99bec8fc.png,5,7,9,12+,,maimai
きみのためなら死ねる,スーパーラバーズ「きみのためなら死ねる」,Other Games,2e40a6e7ff485668.png,4,6,9,12,,maimai
The Great Journey,光吉猛修「ホルカ・トルカ」,Other Games,1e13b329e829f3ef.png,4,6,9,11,,ORANGE
Burning Hearts ～炎のANGEL～,幡谷尚史 Arranged by SEGA Sound Unit [H.]「バーニングレンジャー」,Other Games,243925fb558d75b6.png,4,7,9+,11+,13+,GreeN
かせげ！ジャリンコヒーロー,角田信朗「ヒーローバンク」,Other Games,3c6a2505eadb3ba2.png,4,6,8+,11,,GreeN PLUS
ココロスキャンのうた,ササキトモコ「音声感情測定器ココロスキャン」,Other Games,c6bc8a091cf2f21e.png,4,6,10,13,,GreeN
超絶！Superlative,Keitarou Hanada「戦国大戦」,Other Games,8f56b649f325c443.png,5,7+,10+,12+,,maimai PLUS
采配の刻 Power of order,Keitarou Hanada「戦国大戦」,Other Games,30b0b198224f5901.png,5,7+,10+,12+,,maimai PLUS
DO RORO DERODERO ON DO RORO,怒髪天「百鬼大戦絵巻」,Other Games,c7d50e554e2b7083.png,5,8,12+,13,,maimai PLUS
源平大戦絵巻テーマソング,新小田夢童 ＆ キラ★ロッソ,Other Games,ad6ef476a7500798.png,5,7+,9+,12,,maimai
怪盗Rのテーマ,大谷智哉「リズム怪盗R 皇帝ナポレオンの遺産」,Other Games,7164862f8378206f.png,5,7,9,12,,maimai
マリアをはげませ,大谷智哉「リズム怪盗R 皇帝ナポレオンの遺産」,Other Games,3cdf01424c744832.png,4,6,7+,11,,maimai
SHOW TIME,幡谷尚史「リズム怪盗R 皇帝ナポレオンの遺産」,Other Games,fc99cd2f2ca000cb.png,4,5,7+,12,,maimai
円舞曲、君に,「サクラ大戦奏組」,Other Games,10c3b14dbeaabd3c.png,4,6,10,12+,,GreeN
御旗のもとに,「サクラ大戦」,Other Games,f364b690f9a0bff3.png,4,6,11,12,,maimai PLUS
地上の戦士,「サクラ大戦」,Other Games,5fafe30c7a522302.png,4,6,9+,12,,maimai PLUS
檄！帝国華撃団(改),「サクラ大戦」,Other Games,15dfff539a968c89.png,4,6,8,10,12+,maimai
Outlaw's Lullaby,「龍が如く２」,Other Games,d54f61d4d4db472a.png,4,7+,9+,13+,,GreeN PLUS
Brand-new Japanesque,「龍が如く 見参！」,Other Games,857f35176a1b0262.png,4,7,9+,12,,GreeN PLUS
鼓動,青木 千紘「龍が如く 維新！」,Other Games,10233a1022cd8bb8.png,3,6,9+,13,,GreeN PLUS
神室雪月花,桐生 一馬「龍が如く」,Other Games,5db62229a9499d1e.png,4,6,11,12,,GreeN
KONNANじゃないっ！,澤村 遥「龍が如く５ 夢、叶えし者」,Other Games,626df36e28466c99.png,4,6,8,12+,,GreeN
セガサターン起動音[H.][Remix],Hiro,Other Games,6cb5afa2c0d02884.png,3,6,10,12,,GreeN
ヤミツキ,MARETU,maimai,3b28c5e61347edff.png,4,7,10,12,,maimaiDX
Secret Sleuth,島爺×蜂屋ななし,maimai,5ad3f5870e9aef1a.png,4,7,10+,12+,13+,maimaiDX
BLACK ROSE,S!N・+α/あるふぁきゅん。×ALI PROJECT,maimai,d780386f7cfd83ad.png,3,6,9+,11+,,maimaiDX
言ノ葉カルマ,そらる・ろん×れるりり,maimai,002fd27f211f7318.png,4,6,9+,12+,,GreeN PLUS
悪戯,ろん×田中秀和(MONACA),maimai,32be3820034e98ed.png,4,6,9,12+,,ORANGE PLUS
言ノ葉遊戯,S!N・高橋菜々×ひとしずく・やま△,maimai,e5ad9385a78a241c.png,4,7,9+,12,,PiNK
りばーぶ,高橋菜々×岡部啓一(MONACA),maimai,b7dac386e1eddb42.png,3,6,8+,10+,,PiNK
洗脳,ゆりん・柿チョコ×Neru,maimai,29eb81a88a8533ec.png,4,6,9+,11+,12,PiNK PLUS
Barbed Eye,柿チョコ×みきとP,maimai,a6f20b5214b80a25.png,4,6,9+,12,,PiNK PLUS
空威張りビヘイビア,un:c・ろん×じーざすP,maimai,aaf8fe426178b1cf.png,4,7,9+,13,,MURASAKi
分からない,ろん×黒魔,maimai,d8bcd053f3741728.png,4,7+,10+,13+,,MURASAKi
天国と地獄 -言ノ葉リンネ-,伊東歌詞太郎・ろん×れるりり,maimai,375dd6a3094c9d00.png,4,6,10+,12+,,MURASAKi PLUS
相思創愛,伊東歌詞太郎・ろん×まらしぃ,maimai,1f70c4073aab967b.png,5,7+,10,13,,MURASAKi PLUS
咲キ誇レ常世ノ華,Sou×マチゲリータ,maimai,f3a23375b79c2a8c.png,5,7,10+,13,,MiLK
Valsqotch,owl＊tree feat.chi＊tree,maimai,d394210103ee76c3.png,6,8+,13,14+,,maimaiDX
UniTas,"Masahiro ""Godspeed"" Aoki VS Kai",maimai,a7c4c1462f81284a.png,5,8,11+,14,,maimaiDX
モ°ルモ°ル,sasakure.UK,maimai,f0ae8cae2fae4f11.png,6,8,12,13+,,maimaiDX
ここからはじまるプロローグ。,ああああ,maimai,c4360c3533c50d49.png,4,7+,10+,13,,maimaiDX
絡めトリック利己ライザー,じーざす（ワンダフル☆オポチュニティ！）feat.Kradness,maimai,6e8cce3f2599eb13.png,5,7+,10+,12,,maimaiDX
アポカリプスに反逆の焔を焚べろ,cosMo＠暴走AlterEgo,maimai,5b142977c87d85d1.png,6,8,12,14,,maimaiDX
TEmPTaTiON,かねこちはる,maimai,492c768653001e2a.png,6,8,12,14+,,maimaiDX
Now or Never,MintJam,maimai,611619306640df12.png,5,7,10,13,14,maimaiDX
福宿音屋魂音泉,魂音泉,maimai,d460c9541b932e05.png,4,7,10+,12+,,maimaiDX
キリキリ舞Mine,A-One,maimai,6ef94b83aa8b6213.png,5,7+,11,13,,maimaiDX
一か罰,豚乙女,maimai,1873c61115b01c98.png,5,7+,11,12+,,maimaiDX
♡マイマイマイラブ♡,ビートまりお,maimai,392f29c0cc1df489.png,5,7+,10,13,,maimaiDX
Blows Up Everything,USAO,maimai,6791fcbbde5a1056.png,6,9,11+,13+,14,maimaiDX
TwisteD! XD,t+pazolite,maimai,ff21a1154316f6e7.png,5,8+,11,13,,maimaiDX
魔ジョ狩リ,Nothing But Requiem (feat.Aikapin & Chiyoko),maimai,571080deee3ca1df.png,6,8,11,13+,,maimaiDX
Technicians High,HiTECH NINJA,maimai,c4517515ab865372.png,5,8,11,13,,maimaiDX 2022
Scarlet Wings,REDALiCE feat. Ayumi Nomiya,maimai,0658c9340f90f5c8.png,4,7+,10,12+,,maimaiDX
STEREOSCAPE,164 feat. めいちゃん,maimai,66080b430db9b49c.png,3,6,9,12,,maimaiDX
Crazy Circle,みきとP feat. FantasticYouth,maimai,38542e3373e20ae4.png,3,6,9,12,,maimaiDX
バーチャルダム　ネーション,Sampling Masters MEGA,maimai,d95b9e9492d691ec.png,4,8,10+,13,14,maimaiDX
MAXRAGE,EBIMAYO,maimai,0a0caa488ad79b61.png,5,7+,11,13+,14,maimaiDX
P-qoq,owl＊tree,maimai,83b0d1eecad1ca6c.png,3,7,10,12+,,maimaiDX
超常マイマイン,ナユタン星人,maimai,70510086327c010b.png,3,7,10,12,,maimaiDX
でらっくmaimai♪てんてこまい!,やしきん feat.でらっくま(CV:三森すずこ),maimai,461917094fed4012.png,5,7+,10,12,,maimaiDX
SILENT BLUE,かねこちはる,maimai,b80623d7b2aceb77.png,5,8,11+,14+,,MiLK PLUS
雷切-RAIKIRI-,kanone,maimai,be3cf43e80e9462e.png,6,8,11+,14,14+,FiNALE
花と、雪と、ドラムンベース。,kanone feat. せんざい,maimai,52e9a79b5e6a2ef5.png,6,8,11+,14,13+,MiLK PLUS
Ragnarok,sky_delta,maimai,94d6673eb9213df0.png,6,8,11,13+,,MiLK PLUS
larva,ガリガリさむし,maimai,f233a82bddb1a450.png,6,8,12,14+,,MiLK PLUS
keep hopping,kamome sano,maimai,5844e4d9be870ea5.png,5,7+,11,13+,,MiLK PLUS
FestivaLight,霜月はるか,maimai,0eb09893faf14e98.png,4,7,9,13,,MiLK PLUS
Excalibur ～Revived resolution～,Project Grimoire,maimai,75d7dea600e4b298.png,6,9,12,14+,,MiLK
Caliburne ～Story of the Legendary sword～,Project Grimoire,maimai,7750698f692b00cd.png,6,8,12,14,,ORANGE
Justified,MintJam feat.光吉猛修,maimai,4e33f9f34a93e2d6.png,4,8,11+,13+,,MiLK
Mare Maris,M2U,maimai,1e9af41f9bc2d931.png,5,8,11,13+,,MiLK
Candy Tall Woman,naotyu- feat. 佐々木恵梨,maimai,55fb88b702a08667.png,5,7,10+,13,,MiLK
Kinda Way,good-cool ft. Pete Klassen,maimai,f38af721d7001037.png,4,7+,10+,12,,MiLK
Signature,Palme,maimai,066036caeabc8d02.png,4,7+,11,13,,MiLK
Magical Flavor,DECO*27 feat.Tia,maimai,c8caa99931db189d.png,4,7,9,12+,,MiLK
デスパレイト,owl＊tree,maimai,c2b3175e6891f561.png,5,7+,10+,13,,MURASAKi PLUS
Moon of Noon,Sampling Masters MEGA,maimai,60d856b88ea0f2b3.png,6,8,12,14,,MURASAKi PLUS
Ultranova,A4paper,maimai,8d5c2f19a804346a.png,5,7+,11+,13+,,MURASAKi PLUS
曖昧mind,Halozy,maimai,70e127f45fbd2ed9.png,5,7+,10+,12+,,MURASAKi PLUS
Limit Break,DiGiTAL WiNG,maimai,89183dee05c31701.png,5,7,10,12+,,MURASAKi PLUS
オトヒメモリー☆ウタゲーション,Junky,maimai,c20ee423d01b854a.png,4,7,10,12,,MURASAKi PLUS
夢花火,豚乙女,maimai,b63d151f8c3db8ad.png,5,7+,10,13,,MURASAKi PLUS
いっしそう電☆舞舞神拳！,さつき が てんこもり feat. YURiCa/花たん,maimai,4bbae54dd05376fd.png,5,7+,10,13,,MURASAKi
FFT,cybermiso,maimai,866ca42598db8c01.png,6,8+,12,14,14,FiNALE
Panopticon,cybermiso,maimai,daac7472da31196b.png,5,8+,11+,14,14,MURASAKi
四月の雨,cubesato,maimai,2894412cc7a3cf4e.png,4,7+,11,13+,,MURASAKi
ねぇ、壊れタ人形ハ何処へ棄テらレるノ？,cosMo＠暴走P,maimai,b683efde84f7858e.png,6,8,12,14,,MURASAKi
Imitation:Loud Lounge,Ino(chronoize),maimai,f68e98cac90bcdf5.png,5,7,11+,12+,,MURASAKi
HERA,ルゼ,maimai,dee5503743aec8dc.png,6,8,11+,14,,MURASAKi
Selector,Aliesrite* (Ym1024 feat. lamie*),maimai,677bde96e3495e92.png,5,7,10+,13+,,MURASAKi
Alea jacta est!,BlackY fused with WAiKURO,maimai,60d2b1b662ae5823.png,6,8+,12,14,14+,FiNALE
AMAZING MIGHTYYYY!!!!,WAiKURO,maimai,b642cd32bc38692a.png,6,9,13,14+,14,PiNK PLUS
